"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","CDISC CT Codelist Code(s)","Described Value Domain(s)","Value List","Role","CDISC Notes","Core"
"SDTMIG v3.2","27","Findings","MB","MBDRVFL","Derived Flag","Char","C66742",,"","Record Qualifier","Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records or some other derivation, and those that do not come from the CRF, are examples of records that would be derived for the submission datasets. If MBDRVFL=Y, then MBORRES may be null with MBSTRESC and (if numeric) MBSTRESN having the derived value.","Perm"
"SDTMIG v3.2","28","Findings","MB","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.2","29","Findings","MB","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.","Perm"
"SDTMIG v3.2","30","Findings","MB","VISITDY","Planned Study Day of Visit","Num","",,"","Timing","Planned study day of the visit based upon RFSTDTC in Demographics.","Perm"
"SDTMIG v3.2","31","Findings","MB","MBDTC","Date/Time of Specimen Collection","Char","","ISO 8601","","Timing",,"Exp"
"SDTMIG v3.2","32","Findings","MB","MBDY","Study Day of MB Specimen Collection","Num","",,"","Timing","1. Study day of the specimen collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.","Perm"
"SDTMIG v3.2","33","Findings","MB","MBTPT","Planned Time Point Name","Char","",,"","Timing","1. Text Description of time when specimen should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See MBTPTNUM and MBTPTREF. Examples: Start, 5 min post.","Perm"
"SDTMIG v3.2","34","Findings","MB","MBTPTNUM","Planned Time Point Number","Num","",,"","Timing","Numerical version of MBTPT to aid in sorting.","Perm"
"SDTMIG v3.2","35","Findings","MB","MBELTM","Planned Elapsed Time from Time Point Ref","Char","","ISO 8601","","Timing","Planned elapsed time (in ISO 8601) relative to a planned fixed reference (MBTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by MBTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by MBTPTREF.","Perm"
"SDTMIG v3.2","36","Findings","MB","MBTPTREF","Time Point Reference","Char","",,"","Timing","Name of the fixed reference point referred to by MBELTM, MBTPTNUM, and MBTPT. Example: PREVIOUS DOSE.","Perm"
"SDTMIG v3.2","37","Findings","MB","MBRFTDTC","Date/Time of Reference Time Point","Char","","ISO 8601","","Timing","Date/time of the reference time point, MBTPTREF.","Perm"
"SDTMIG v3.2","1","Findings","MS","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Findings","MS","DOMAIN","Domain Abbreviation","Char","",,"MS","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings","MS","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Findings","MS","MSSEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Findings","MS","MSGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain to support relationships within the domain and between domains. In MS, used to link to organism in MB.","Req"
"SDTMIG v3.2","6","Findings","MS","MSREFID","Reference ID","Char","",,"","Identifier","Internal or external specimen identifier. Example: Specimen ID.","Perm"
"SDTMIG v3.2","7","Findings","MS","MSSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database.","Perm"
"SDTMIG v3.2","8","Findings","MS","MSTESTCD","Microbiology Organism Finding Short Name","Char","",,"","Topic","Short name of the measurement, test, or finding described in MSTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST). MSTESTCD cannot contain characters other than letters, numbers, or underscores. Examples for GROWTH findings: EXTGROW, COLCOUNT. For SUSCEPTIBILITY findings, the test is the drug the organism was tested with, i.e. PENICLLN, AMOXCLLN.","Req"
"SDTMIG v3.2","9","Findings","MS","MSTEST","Organism Test or Finding Name","Char","",,"","Synonym Qualifier","Verbatim name of the test or examination used to obtain the measurement or finding. Examples for GROWTH findings: Extent of Growth, Colony Count. Examples for SUSCEPTIBILITY findings: Amoxicillin Susceptibility, Penicillin Susceptibility","Req"
"SDTMIG v3.2","10","Findings","MS","MSCAT","Category for Organism Findings","Char","",,"","Grouping Qualifier","Used to define a category of related records. Examples: GROWTH, SUSCEPTIBILITY.","Req"
"SDTMIG v3.2","11","Findings","MS","MSSCAT","Subcategory for Organism Findings","Char","",,"","Grouping Qualifier","A further categorization of a test category. Examples: CULTURE, ISOLATE","Perm"
"SDTMIG v3.2","12","Findings","MS","MSORRES","Result or Finding in Original Units","Char","",,"","Result Qualifier","Result of the Microbiology Organism measurement or finding as originally received or collected. Examples for GROWTH findings: GROWTH INTO 3RD QUADRANT. Examples for SUSCEPTIBLITY findings:.0080,.0023","Exp"
"SDTMIG v3.2","13","Findings","MS","MSORRESU","Original Units","Char","C71620",,"","Variable Qualifier","Original units in which the data were collected. The unit for MSORRES. Example: mcg/mL","Exp"
"SDTMIG v3.2","14","Findings","MS","MSSTRESC","Character Result/Finding in Std Format","Char","",,"","Result Qualifier","Contains the result value for all findings, copied or derived from MSORRES in a standard format or standard units. MSSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MSSTRESN. For example, if a test has results ""+3 MODERATE"", ""MOD"", and ""MODERATE"", and in MSORRES and these results effectively have the same meaning, they could be represented in standard format in MSSTRESC as ""MODERATE"".","Exp"
"SDTMIG v3.2","15","Findings","MS","MSSTRESN","Numeric Result/Finding in Standard Units","Num","",,"","Result Qualifier","Used for continuous or numeric results or findings in standard format; copied in numeric format from MSSTRESC. MSSTRESN should store all numeric test results or findings.","Exp"
"SDTMIG v3.2","16","Findings","MS","MSSTRESU","Standard Units","Char","C71620",,"","Variable Qualifier","Standardized unit used for MSSTRESC and MSSTRESN.","Exp"
"SDTMIG v3.2","17","Findings","MS","MSRESCAT","Result Category","Char","C85495",,"","Variable Qualifier","Used to categorize the result of a finding in a standard format. Example for SUSCEPTIBILITY finding: SUSCEPTIBLE, INTERMEDIATE, RESISTANT, or UNKNOWN.","Exp"
"SDTMIG v3.2","18","Findings","MS","MSSTAT","Completion Status","Char","C66789",,"","Record Qualifier","Used to indicate a test on an organism was not done, or a test was not performed. Should be null if a result exists in MSORRES or have a value of NOT DONE.","Perm"
"SDTMIG v3.2","19","Findings","MS","MSREASND","Reason Test Not Done","Char","",,"","Record Qualifier","Reason not done. Describes why a measurement or test was not performed. Used in conjunction with MSSTAT when value is NOT DONE. Example: SAMPLE LOST","Perm"
"SDTMIG v3.2","20","Findings","MS","MSNAM","Vendor Name","Char","",,"","Record Qualifier","Name or identifier of the laboratory or vendor that provided the test results.","Perm"
"SDTMIG v3.2","21","Findings","MS","MSLOINC","LOINC Code","Char","",,"","Synonym Qualifier","1. Dictionary-derived LOINC Code for MSTEST. 2. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the define.xml external codelist attributes","Perm"
"SDTMIG v3.2","22","Findings","MS","MSMETHOD","Method of Test or Examination","Char","C85492",,"","Record Qualifier","Method of the test or examination. Example: GRAM STAIN, MACRO BROTH DILUTION, AGAR DILUTION","Exp"
"SDTMIG v3.2","23","Findings","MS","MSBLFL","Baseline Flag","Char","C66742",,"","Record Qualifier","Indicator used to identify a baseline value. The value should be ""Y"" or null.","Perm"
"SDTMIG v3.2","24","Findings","MS","MSDRVFL","Derived Flag","Char","C66742",,"","Record Qualifier","Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records or some other derivation, and those that do not come from the CRF, are examples of records that would be derived for the submission datasets. If MSDRVFL=Y, then MSORRES may be null, with MSSTRESC and (if numeric) MSSTRESN having the derived value.","Perm"
"SDTMIG v3.2","25","Findings","MS","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.2","26","Findings","MS","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.","Perm"
"SDTMIG v3.2","27","Findings","MS","VISITDY","Planned Study Day of Visit","Num","",,"","Timing","Planned study day of the visit based upon RFSTDTC in Demographics.","Perm"
"SDTMIG v3.2","28","Findings","MS","MSDTC","Date/Time of Test","Char","","ISO 8601","","Timing",,"Perm"
"SDTMIG v3.2","29","Findings","MS","MSDY","Study Day of Test","Num","",,"","Timing","1. Study day of the test, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.","Perm"
"SDTMIG v3.2","30","Findings","MS","MSTPT","Planned Time Point Name","Char","",,"","Timing","1. Text Description of time when test should be done.  2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See MSTPTNUM and MSTPTREF. Examples: Start, 5 min post.","Perm"
"SDTMIG v3.2","31","Findings","MS","MSTPTNUM","Planned Time Point Number","Num","",,"","Timing","Numerical version of MSTPT to aid in sorting.","Perm"
"SDTMIG v3.2","32","Findings","MS","MSELTM","Planned Elapsed Time from Time Point Ref","Char","","ISO 8601","","Timing","Elapsed time (in ISO 8601) relative to a planned fixed reference (MSTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by MSTPTREF, or ""P8H"" to represent the period of 8 hours after the reference point indicated by MSTPTREF.","Perm"
"SDTMIG v3.2","33","Findings","MS","MSTPTREF","Time Point Reference","Char","",,"","Timing","Name of the fixed reference point referred to by MSELTM, MSTPTNUM, and MSTPT. Example: PREVIOUS DOSE.","Perm"
"SDTMIG v3.2","1","Findings","MI","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Findings","MI","DOMAIN","Domain Abbreviation","Char","",,"MI","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings","MI","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Findings","MI","MISEQ","Sequence Number","Num","",,"","Identifier","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Findings","MI","MIGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.","Perm"
"SDTMIG v3.2","6","Findings","MI","MIREFID","Reference ID","Char","",,"","Identifier","Internal or external specimen identifier. Example: Specimen barcode number.","Perm"
"SDTMIG v3.2","7","Findings","MI","MISPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number from the MI Findings page.","Perm"
"SDTMIG v3.2","8","Findings","MI","MITESTCD","Microscopic Examination Short Name","Char","C89974",,"","Topic","Short name of the measurement, test, or examination described in MITEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MITESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). MITESTCD cannot contain characters other than letters, numbers, or underscores. Examples: HER2, BRCA1, TTF1.","Req"
"SDTMIG v3.2","9","Findings","MI","MITEST","Microscopic Examination Name","Char","C89973",,"","Synonym Qualifier","Verbatim name of the test or examination used to obtain the measurement or finding. The value in MITEST cannot be longer than 40 characters. Examples: Human Epidermal Growth Factor Receptor 2, Breast Cancer Susceptibility Gene 1, Thyroid Transcription Factor 1.","Req"
"SDTMIG v3.2","10","Findings","MI","MITSTDTL","Microscopic Examination Detail","Char","",,"","Record Qualifier","Further description of the test performed in producing the MI result. This would be used to represent specific attributes, such as intensity score or percentage of cells displaying presence of the biomarker or compound","Perm"
"SDTMIG v3.2","11","Findings","MI","MICAT","Category for Microscopic Finding","Char","",,"","Grouping Qualifier","Used to define a category of related records.","Perm"
"SDTMIG v3.2","12","Findings","MI","MISCAT","Subcategory for Microscopic Finding","Char","",,"","Grouping Qualifier","Used to define a further categorization of MICAT.","Perm"
"SDTMIG v3.2","13","Findings","MI","MIORRES","Result or Finding in Original Units","Char","",,"","Result Qualifier","Result of the histopathology measurement or finding as originally received or collected.","Exp"
"SDTMIG v3.2","14","Findings","MI","MIORRESU","Original Units","Char","C71620",,"","Variable Qualifier","Original unit for MIORRES.","Perm"
"SDTMIG v3.2","15","Findings","MI","MISTRESC","Character Result/Finding in Standard Format","Char","",,"","Result Qualifier","Contains the result value for all findings, copied or derived from MIORRES in a standard format or standard units. MISTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MISTRESN.","Exp"
"SDTMIG v3.2","16","Findings","MI","MISTRESN","Numeric Result/Finding in Standard Units","Num","",,"","Result Qualifier","Used for continuous or numeric results or findings in standard format; copied in numeric format from MISTRESC. MISTRESN should store all numeric test results or findings.","Perm"
"SDTMIG v3.2","17","Findings","MI","MISTRESU","Standard Units","Char","C71620",,"","Variable Qualifier","Standardized unit used for MISTRESC and MISTRESN.","Perm"
"SDTMIG v3.2","18","Findings","MI","MIRESCAT","Result Category","Char","",,"","Result Qualifier","Used to categorize the result of a finding.  Examples: MALIGNANT or BENIGN for tumor findings.","Perm"
"SDTMIG v3.2","19","Findings","MI","MISTAT","Completion Status","Char","C66789",,"","Record Qualifier","Used to indicate examination not done or result is missing. Should be null if a result exists in MIORRES or have a value of NOT DONE when MIORRES=NULL.","Perm"
"SDTMIG v3.2","20","Findings","MI","MIREASND","Reason Not Done","Char","",,"","Record Qualifier","Reason not done. Used in conjunction with MISTAT when value is NOT DONE. Examples: SAMPLE AUTOLYZED, SPECIMEN LOST.","Perm"
"SDTMIG v3.2","21","Findings","MI","MINAM","Laboratory/Vendor Name","Char","",,"","Record Qualifier","Name or identifier of the vendor (e.g., laboratory) that provided the test results.","Perm"
"SDTMIG v3.2","22","Findings","MI","MISPEC","Specimen Material Type","Char","C78734",,"","Record Qualifier","Subject of the observation. Defines the type of specimen used for a measurement. Examples: TISSUE, BLOOD, BONE MARROW.","Req"
"SDTMIG v3.2","23","Findings","MI","MISPCCND","Specimen Condition","Char","C78733",,"","Variable Qualifier","Free or standardized text describing the condition of the specimen. Example: AUTOLYZED.","Exp"
"SDTMIG v3.2","24","Findings","MI","MILOC","Specimen Collection Location","Char","C74456",,"","Record Qualifier","Location relevant to the collection of the specimen. Examples: LUNG, KNEE JOINT, ARM, THIGH.","Perm"
"SDTMIG v3.2","25","Findings","MI","MILAT","Specimen Laterality within Subject","Char","C99073",,"","Variable Qualifier","Qualifier for laterality of the location of the specimen in MILOC. Examples: LEFT, RIGHT, BILATERAL.","Perm"
"SDTMIG v3.2","26","Findings","MI","MIDIR","Specimen Directionality within Subject","Char","C99074",,"","Variable Qualifier","Qualifier for directionality of the location of the specimen in MILOC. Examples: DORSAL, PROXIMAL.","Perm"
"SDTMIG v3.2","27","Findings","MI","MIMETHOD","Method of Test or Examination","Char","C85492",,"","Record Qualifier","Method of the test or examination. This could include the technique or type of staining used for the slides. Examples: IHC, Crystal Violet, Safranin, Trypan Blue, or Propidium Iodide.","Perm"
"SDTMIG v3.2","28","Findings","MI","MIBLFL","Baseline Flag","Char","C66742",,"","Record Qualifier","Indicator used to identify a baseline value. The value should be ""Y"" or null.","Exp"
"SDTMIG v3.2","29","Findings","MI","MIEVAL","Evaluator","Char","C78735",,"","Record Qualifier","Role of the person who provided the evaluation. Example: PATHOLOGIST, PEER REVIEW, SPONSOR PATHOLOGIST.","Perm"
"SDTMIG v3.2","30","Findings","MI","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.2","31","Findings","MI","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.","Perm"
"SDTMIG v3.2","32","Findings","MI","VISITDY","Planned Study Day of Visit","Num","",,"","Timing","Planned study day of the visit based upon RFSTDTC in Demographics.","Perm"
"SDTMIG v3.2","33","Findings","MI","MIDTC","Date/Time of Specimen Collection","Char","","ISO 8601","","Timing","Date/time of specimen collection, in ISO 8601 format.","Exp"
"SDTMIG v3.2","34","Findings","MI","MIDY","Study Day of Specimen Collection","Num","",,"","Timing","Study day of specimen collection, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.","Perm"
"SDTMIG v3.2","1","Findings","MO","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Findings","MO","DOMAIN","Domain Abbreviation","Char","",,"MO","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings","MO","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Findings","MO","MOSEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Findings","MO","MOGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject.","Perm"
"SDTMIG v3.2","6","Findings","MO","MOREFID","Reference ID","Char","",,"","Identifier","Internal or external procedure identifier.","Perm"
"SDTMIG v3.2","7","Findings","MO","MOSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number from the procedure or test page.","Perm"
"SDTMIG v3.2","8","Findings","MO","MOLNKID","Link ID","Char","",,"","Identifier","Identifier used to link results of a procedure to the procedure performed.","Perm"
"SDTMIG v3.2","9","Findings","MO","MOTESTCD","Test or Examination Short Name","Char","C114117",,"","Topic","Short name of the measurement, test, or examination described in MOTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MOTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). MOTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: VOLUME, INTP","Req"
"SDTMIG v3.2","10","Findings","MO","MOTEST","Test or Examination Name","Char","C114116",,"","Synonym Qualifier","Verbatim name of the test or examination used to obtain the measurement or finding. The value in MOTEST cannot be longer than 40 characters. Examples: Volume, Interpretation","Req"
"SDTMIG v3.2","11","Findings","MO","MOCAT","Category for Test","Char","",,"","Grouping Qualifier","Used to categorize observations across subjects.","Perm"
"SDTMIG v3.2","12","Findings","MO","MOSCAT","Subcategory for Test","Char","",,"","Grouping Qualifier","A further categorization.","Perm"
"SDTMIG v3.2","13","Findings","MO","MOPOS","Position of Subject","Char","C71148",,"","Record Qualifier","Position of the subject during a measurement or examination. Examples: SUPINE, STANDING, SITTING.","Perm"
"SDTMIG v3.2","14","Findings","MO","MOORRES","Result or Finding in Original Units","Char","",,"","Result Qualifier","Result of the procedure measurement or finding as originally received or collected.","Exp"
"SDTMIG v3.2","15","Findings","MO","MOORRESU","Original Units","Char","C71620",,"","Variable Qualifier","Original units in which the data were collected. The unit for MOORRES.","Perm"
"SDTMIG v3.2","16","Findings","MO","MOSTRESC","Character Result/Finding in Std Format","Char","",,"","Result Qualifier","Contains the result value for all findings, copied or derived from MOORRES in a standard format or standard units. MOSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MOSTRESN.","Exp"
"SDTMIG v3.2","17","Findings","MO","MOSTRESN","Numeric Result/Finding in Standard Units","Num","",,"","Result Qualifier","Used for continuous or numeric results or findings in standard format; copied in numeric format from MOSTRESC. MOSTRESN should store all numeric test results or findings.","Perm"
"SDTMIG v3.2","18","Findings","MO","MOSTRESU","Standard Units","Char","C71620",,"","Variable Qualifier","Standardized unit used for MOSTRESC or MOSTRESN.","Perm"
"SDTMIG v3.2","19","Findings","MO","MOSTAT","Completion Status","Char","C66789",,"","Record Qualifier","Used to indicate a test was not done, or a measurement was not taken. Should be null if a result exists in MOORRES.","Perm"
"SDTMIG v3.2","20","Findings","MO","MOREASND","Reason Test Not Performed","Char","",,"","Record Qualifier","Describes why a measurement or test was not performed. Examples: BROKEN EQUIPMENT or SUBJECT REFUSED. Used in conjunction with MOSTAT when value is NOT DONE.","Perm"
"SDTMIG v3.2","21","Findings","MO","MOXFN","External File Path","Char","",,"","Record Qualifier","File path to the external file.","Perm"
"SDTMIG v3.2","22","Findings","MO","MONAM","Vendor Name","Char","",,"","Record Qualifier","Name or identifier of the laboratory or vendor who provided the test results.","Perm"
"SDTMIG v3.2","23","Findings","MO","MOLOC","Location Used for Measurement","Char","C74456",,"","Record Qualifier","Location relevant to the collection of the measurement. Examples: BRAIN, KIDNEY, LIVER. etc.","Perm"
"SDTMIG v3.2","24","Findings","MO","MOLAT","Specimen Laterality within Subject","Char","C99073",,"","Variable Qualifier","Qualifier for laterality of the specimen within the subject for paired specimens.  Examples: LEFT, RIGHT, BILATERAL.","Perm"
"SDTMIG v3.2","25","Findings","MO","MODIR","Specimen Directionality within Subject","Char","C99074",,"","Variable Qualifier","Qualifier for directionality of the specimen within the subject.  Examples: DORSAL, PROXIMAL.","Perm"
"SDTMIG v3.2","26","Findings","MO","MOPORTOT","Portion or Totality","Char","C99075",,"","Variable Qualifier","Qualifier for anatomical location or specimen further detailing the portion of totality which means arrangement of, or apportioning of. Examples: ENTIRE, PARTIAL","Perm"
"SDTMIG v3.2","27","Findings","MO","MOMETHOD","Method of Procedure Test","Char","C85492",,"","Record Qualifier","Method of the test or examination result.","Perm"
"SDTMIG v3.2","28","Findings","MO","MOANMETH","Analysis Method","Char","",,"","Record Qualifier","Analysis method applied to obtain a summarized result. Examples: STEREOLOGY","Perm"
"SDTMIG v3.2","29","Findings","MO","MOBLFL","Baseline Flag","Char","C66742",,"","Record Qualifier","Indicator used to identify a baseline value. The value should be ""Y"" or null.","Exp"
"SDTMIG v3.2","30","Findings","MO","MODRVFL","Derived Flag","Char","C66742",,"","Record Qualifier","Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records, or that do not come from the CRF, or are not as originally collected or received are examples of records that would be derived for the submission datasets. If MODRVFL=Y, then MOORRES could be null, and (if numeric) MOSTRESN having the derived value.","Perm"
"SDTMIG v3.2","31","Findings","MO","MOEVAL","Evaluator","Char","C78735",,"","Record Qualifier","Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: INVESTIGATOR, ADJUDICATION COMMITTEE, VENDOR.","Perm"
"SDTMIG v3.2","32","Findings","MO","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.2","33","Findings","MO","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.","Perm"
"SDTMIG v3.2","34","Findings","MO","VISITDY","Planned Study Day of Visit","Num","",,"","Timing","Planned study day of the visit based upon RFSTDTC in Demographics.","Perm"
"SDTMIG v3.2","35","Findings","MO","MODTC","Date/Time of Test","Char","","ISO 8601","","Timing","Date of test.","Exp"
"SDTMIG v3.2","36","Findings","MO","MODY","Study Day of Test","Num","",,"","Timing","1. Study day of the procedure or test, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Perm"
"SDTMIG v3.2","37","Findings","MO","MOTPT","Planned Time Point Name","Char","",,"","Timing","1. Text Description of time when measurement should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See MOTPTNUM and MOTPTREF. Examples: Start, 5 min post.","Perm"
"SDTMIG v3.2","38","Findings","MO","MOTPTNUM","Planned Time Point Number","Num","",,"","Timing","Numerical version of MOTPT to aid in sorting.","Perm"
"SDTMIG v3.2","39","Findings","MO","MOELTM","Planned Elapsed Time from Time Point Ref","Char","","ISO 8601","","Timing","Planned elapsed time (in ISO 8601) relative to a fixed time point reference (MOTPTREF). Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by MOTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by MOTPTREF.","Perm"
"SDTMIG v3.2","40","Findings","MO","MOTPTREF","Time Point Reference","Char","",,"","Timing","Name of the fixed reference point referred to by MOELTM, MOTPTNUM, and MOTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.","Perm"
"SDTMIG v3.2","41","Findings","MO","MORFTDTC","Date/Time of Reference Time Point","Char","","ISO 8601","","Timing","Date/time of the reference time point, MOTPTREF.","Perm"
"SDTMIG v3.2","1","Findings","PC","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Findings","PC","DOMAIN","Domain Abbreviation","Char","",,"PC","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings","PC","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Unique subject identifier within the submission.","Req"
"SDTMIG v3.2","4","Findings","PC","PCSEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Findings","PC","PCGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain to support relationships within the domain and between domains.","Perm"
"SDTMIG v3.2","6","Findings","PC","PCREFID","Reference ID","Char","",,"","Identifier","Internal or external specimen identifier. Example: Specimen ID.","Perm"
"SDTMIG v3.2","7","Findings","PC","PCSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined reference number.","Perm"
"SDTMIG v3.2","8","Findings","PC","PCTESTCD","Pharmacokinetic Test Short Name","Char","",,"","Topic","Short name of the analyte or specimen characteristic. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in PCTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). PCTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ASA, VOL, SPG.","Req"
"SDTMIG v3.2","9","Findings","PC","PCTEST","Pharmacokinetic Test Name","Char","",,"","Synonym Qualifier","Name of the analyte or specimen characteristic. Note any test normally performed by a clinical laboratory is considered a lab test. The value in PCTEST cannot be longer than 40 characters. Examples: Acetylsalicylic Acid, Volume, Specific Gravity.","Req"
"SDTMIG v3.2","10","Findings","PC","PCCAT","Test Category","Char","",,"","Grouping Qualifier","Used to define a category of related records. Examples: ANALYTE, SPECIMEN PROPERTY.","Perm"
"SDTMIG v3.2","11","Findings","PC","PCSCAT","Test Subcategory","Char","",,"","Grouping Qualifier","A further categorization of a test category.","Perm"
"SDTMIG v3.2","12","Findings","PC","PCORRES","Result or Finding in Original Units","Char","",,"","Result Qualifier","Result of the measurement or finding as originally received or collected.","Exp"
"SDTMIG v3.2","13","Findings","PC","PCORRESU","Original Units","Char","C71620",,"","Variable Qualifier","Original units in which the data were collected. The unit for PCORRES. Example: mg/L.","Exp"
"SDTMIG v3.2","14","Findings","PC","PCSTRESC","Character Result/Finding in Standard Format","Char","",,"","Result Qualifier","Contains the result value for all findings, copied or derived from PCORRES in a standard format or standard units. PCSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in PCSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in PCORRES and these results effectively have the same meaning, they could be represented in standard format in PCSTRESC as ""NEGATIVE"". For other examples, see general assumptions.","Exp"
